AC NO.,AC NAME,TOTAL ELECTORS,SL_NO,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,GENERAL,POSTAL,TOTAL,VOTE_PERCENT,AC TOTAL,VOTE SHARE,is_winner,YEAR
3,Karimganj North,157832,5,SATYAJIT PAUL PURKAYASTHA (SAJAL),M,33,GEN,CPI,2388,0,2388,2.2,108415,0.022026472351611863,0,2011
3,Karimganj North,157832,6,SAHAB UDDIN CHOUDHURY,M,37,GEN,IND,530,0,530,0.49,108415,0.004888622423096435,0,2011
3,Karimganj North,157832,7,PIKLU DAS,F,50,GEN,SUCI,430,3,433,0.4,108415,0.003993912281510861,0,2011
3,Karimganj North,157832,8,AKSHAY SUKLABAIDYA,M,38,SC,IND,334,0,334,0.31,108415,0.0030807545081400177,0,2011
3,Karimganj North,157832,9,SATH KARI SAHA,M,37,GEN,IND,318,0,318,0.29,108415,0.002933173453857861,0,2011
3,Karimganj North,157832,10,BIKASH KANTI ROY,M,52,GEN,IND,251,1,252,0.23,108415,0.0023244016049439654,0,2011
3,Karimganj North,157832,11,SAD UDDIN,M,36,GEN,IND,217,0,217,0.2,108415,0.002001568048701748,0,2011
3,Karimganj North,157832,12,BAHARUL ISLAM CHOUDHURY,M,28,GEN,IND,194,0,194,0.18,108415,0.0017894202831711479,0,2011
3,Karimganj North,157832,13,NITAI DEB,M,35,GEN,IND,184,0,184,0.17,108415,0.0016971821242448,0,2011
4,Karimganj South,144103,1,SIDDEQUE AHMED,M,44,GEN,INC,45336,59,45395,43.42,104544,0.4342190847872666,1,2011
4,Karimganj South,144103,2,EKBAL HUSSAIN,M,33,GEN,AITC,22266,16,22282,21.31,104544,0.2131351392715029,0,2011
4,Karimganj South,144103,3,SIPRA GOON,F,42,GEN,BJP,20433,10,20443,19.55,104544,0.1955444597490052,0,2011
4,Karimganj South,144103,4,DR. K.M. BAHARUL ISLAM,M,41,GEN,AIUDF,9843,10,9853,9.42,104544,0.09424739822467096,0,2011
4,Karimganj South,144103,5,AZIZUR RAHMAN TALUKDAR,M,48,GEN,AGP,2738,4,2742,2.62,104544,0.026228191000918274,0,2011
4,Karimganj South,144103,6,MOSTAK AHMED,M,38,GEN,IND,387,0,387,0.37,104544,0.0037017906336088155,0,2011
4,Karimganj South,144103,7,BADRUL ISLAM,M,25,GEN,IND,358,0,358,0.34,104544,0.0034243954698500154,0,2011
4,Karimganj South,144103,8,NEZAM UDDIN,M,38,GEN,IND,324,0,324,0.31,104544,0.0030991735537190084,0,2011
4,Karimganj South,144103,9,ABDUR RAHIM KHAN,M,29,GEN,IND,298,0,298,0.29,104544,0.002850474441383532,0,2011
4,Karimganj South,144103,10,TAPU ROY,M,30,GEN,IND,263,0,263,0.25,104544,0.002515687174778084,0,2011
4,Karimganj South,144103,11,RAMKRISHNA NAMASUDRA,M,36,SC,IND,255,0,255,0.24,104544,0.002439164370982553,0,2011
4,Karimganj South,144103,12,RANJIT NAMASUDRA,M,38,SC,IND,232,0,232,0.22,104544,0.002219161310070401,0,2011
4,Karimganj South,144103,13,RUPAK NATH,M,40,GEN,IND,203,0,203,0.19,104544,0.0019417661463116008,0,2011
4,Karimganj South,144103,14,ABDUL MANNAN,M,32,GEN,IND,189,0,189,0.18,104544,0.0018078512396694215,0,2011
4,Karimganj South,144103,15,TAJ UDDIN,M,31,GEN,IND,176,0,176,0.17,104544,0.0016835016835016834,0,2011
4,Karimganj South,144103,16,NAZRUL ISLAM,M,40,GEN,IND,168,0,168,0.16,104544,0.0016069788797061523,0,2011
4,Karimganj South,144103,17,ABDUL HAMID,M,37,GEN,IND,132,0,132,0.13,104544,0.0012626262626262627,0,2011
4,Karimganj South,144103,18,MAHBUB AHMED KHAN,M,26,GEN,IND,131,0,131,0.13,104544,0.0012530609121518212,0,2011
4,Karimganj South,144103,19,AMIRUL HUSSAIN,M,28,GEN,IND,126,0,126,0.12,104544,0.0012052341597796144,0,2011
4,Karimganj South,144103,20,BAPPON NATH,M,28,GEN,IND,119,0,119,0.11,104544,0.0011382767064585246,0,2011
4,Karimganj South,144103,21,ALAL UDDIN,M,43,GEN,IND,101,1,102,0.1,104544,0.0009756657483930211,0,2011
4,Karimganj South,144103,22,ABDUL MALIK,M,35,GEN,IND,99,0,99,0.09,104544,0.000946969696969697,0,2011
4,Karimganj South,144103,23,LIAKAT ALI,M,43,GEN,IND,97,0,97,0.09,104544,0.0009278389960208142,0,2011
4,Karimganj South,144103,24,HIFJUR RAHMAN,M,50,GEN,IND,90,0,90,0.09,104544,0.0008608815426997245,0,2011
4,Karimganj South,144103,25,SIDDEQUE AHMED,M,39,GEN,IND,80,0,80,0.08,104544,0.0007652280379553107,0,2011
5,Badarpur,129363,1,JAMAL UDDIN AHMED,M,56,GEN,INC,35843,26,35869,39.16,91604,0.391565870486005,1,2011
5,Badarpur,129363,2,HELAL UDDIN CHOUDHURY,M,38,GEN,AIUDF,28465,22,28487,31.1,91604,0.31097986987467796,0,2011
5,Badarpur,129363,3,BISWARUP BHATTACHARJEE,M,59,GEN,BJP,24567,6,24573,26.83,91604,0.26825247805772673,0,2011
5,Badarpur,129363,4,HAZI FAKAR UDDIN,M,53,GEN,AITC,1194,0,1194,1.3,91604,0.013034365311558447,0,2011
5,Badarpur,129363,5,MD MAINUL ISLAM,M,52,GEN,IND,837,0,837,0.91,91604,0.009137155582725645,0,2011
5,Badarpur,129363,6,FAKAR UDDIN ALI AHMED,M,48,GEN,NCP,644,0,644,0.7,91604,0.007030260687306231,0,2011
6,Hailakandi,131786,1,ABDUL MUHIB MAZUMDER,M,77,GEN,INC,33030,8,33038,37.87,87250,0.3786590257879656,1,2011
6,Hailakandi,131786,2,SUBRATA KUMAR NATH,M,42,GEN,BJP,28040,5,28045,32.14,87250,0.321432664756447,0,2011
6,Hailakandi,131786,3,SALIM UDDIN BARBHUIYA,M,52,GEN,AIUDF,17206,2,17208,19.72,87250,0.19722636103151864,0,2011
6,Hailakandi,131786,4,KAMRUL ISLAM BARBHUIYA,M,44,GEN,IND,1531,1,1532,1.76,87250,0.017558739255014326,0,2011
6,Hailakandi,131786,5,JALANTA SENGUPTA,M,62,GEN,AGP,1267,0,1267,1.45,87250,0.014521489971346705,0,2011
6,Hailakandi,131786,6,MRITYUNJOY CHAKRABORTY,M,61,GEN,IND,1173,0,1173,1.34,87250,0.013444126074498568,0,2011
6,Hailakandi,131786,7,KAMAL UDDIN CHOUDHURY,M,45,GEN,AITC,1012,0,1012,1.16,87250,0.011598853868194842,0,2011
6,Hailakandi,131786,8,ANOWAR UDDIN BARLASKAR,M,69,GEN,IND,740,0,740,0.85,87250,0.008481375358166189,0,2011
6,Hailakandi,131786,9,GIAS UDDIN MAZUMDER,M,41,GEN,IND,441,0,441,0.51,87250,0.005054441260744985,0,2011
6,Hailakandi,131786,10,SAHAB UDDIN CHOUDHURY,M,63,GEN,IND,439,0,439,0.5,87250,0.0050315186246418335,0,2011
6,Hailakandi,131786,11,SUSHIL PAUL,M,50,GEN,SUCI,374,0,374,0.43,87250,0.004286532951289398,0,2011
6,Hailakandi,131786,12,GULAM MUSTAFA CHOUDHURY,M,63,GEN,IND,355,0,355,0.41,87250,0.0040687679083094555,0,2011
6,Hailakandi,131786,13,HILAL UDDIN MAZUMDER,M,35,GEN,IND,327,0,327,0.37,87250,0.0037478510028653295,0,2011
6,Hailakandi,131786,14,SUAL AHMED MAZUMDER,M,26,GEN,IND,265,0,265,0.3,87250,0.0030372492836676216,0,2011
6,Hailakandi,131786,15,BABUL MIA MAZUMDER,M,32,GEN,IND,222,0,222,0.25,87250,0.0025444126074498567,0,2011
6,Hailakandi,131786,16,ANOWAR HUSSAIN MAZUMDER,M,26,GEN,IND,216,0,216,0.25,87250,0.0024756446991404013,0,2011
6,Hailakandi,131786,17,SIRAJ UDDIN MAZUMDER,M,40,GEN,IND,174,0,174,0.2,87250,0.001994269340974212,0,2011
6,Hailakandi,131786,18,MATIUR RAHMAN BARBHUIYA,M,36,GEN,IND,158,0,158,0.18,87250,0.001810888252148997,0,2011
6,Hailakandi,131786,19,JOYBRATHA ROY,M,25,GEN,IND,152,0,152,0.17,87250,0.0017421203438395415,0,2011
6,Hailakandi,131786,20,ABJAL HAQUE CHOUDHURY,M,31,GEN,IND,112,0,112,0.13,87250,0.0012836676217765043,0,2011
7,Katlichera,146268,1,GAUTAM ROY,M,57,GEN,INC,65391,44,65435,60.08,108910,0.6008171885042696,1,2011
7,Katlichera,146268,2,JYOTISH CHANDRA DEY,M,63,GEN,AIUDF,33455,13,33468,30.73,108910,0.30729960517858784,0,2011
7,Katlichera,146268,3,JOYDIPA PAUL,F,40,GEN,BJP,4946,1,4947,4.54,108910,0.04542282618675971,0,2011
7,Katlichera,146268,4,NAZRUL ISLAM MIRA,M,38,GEN,IND,1344,0,1344,1.23,108910,0.012340464603801303,0,2011
7,Katlichera,146268,5,GIAS UDDIN LASKAR,M,30,GEN,IND,1063,0,1063,0.98,108910,0.009760352584702967,0,2011
7,Katlichera,146268,6,HIMANGSHU DAS,M,58,SC,IND,1035,0,1035,0.95,108910,0.009503259572123772,0,2011
7,Katlichera,146268,7,NAZRUL HAQUE MAZARBHUIYAN,M,58,GEN,AGP,750,0,750,0.69,108910,0.0068864199797998345,0,2011
7,Katlichera,146268,8,ANIL NATH,M,50,GEN,IND,514,0,514,0.47,108910,0.004719493159489487,0,2011
7,Katlichera,146268,9,SAHAB UDDIN LASKAR,M,55,GEN,IND,354,0,354,0.33,108910,0.003250390230465522,0,2011
8,Algapur,131624,1,SAHIDUL ALAM CHOUDHURY,M,65,GEN,AGP,56931,236,57167,53.77,106315,0.5377133988618727,1,2011
8,Algapur,131624,2,RAHUL ROY,M,38,GEN,INC,42074,52,42126,39.62,106315,0.39623759582373136,0,2011
8,Algapur,131624,3,SUDIP KUMAR DEB,M,43,GEN,BJP,3786,0,3786,3.56,106315,0.035611155528382635,0,2011
8,Algapur,131624,4,SWAPAN SEN,M,58,SC,IND,913,0,913,0.86,106315,0.00858768753233316,0,2011
8,Algapur,131624,5,SAHAB UDDIN BARBHUIYA,M,39,GEN,IND,465,0,465,0.44,106315,0.004373794854912289,0,2011
8,Algapur,131624,6,SHIDUL ALOM CHOUDHURY,M,26,GEN,IND,421,1,422,0.4,106315,0.003969336405963411,0,2011
8,Algapur,131624,7,KHALIL UDDIN BARBHUIYA,M,34,GEN,IND,199,0,199,0.19,106315,0.0018717960776936462,0,2011
8,Algapur,131624,8,ABDUL JALIL LASKAR,M,55,GEN,IND,178,0,178,0.17,106315,0.001674269858439543,0,2011
8,Algapur,131624,9,CHAYAN DEY,M,59,GEN,IND,154,0,154,0.14,106315,0.0014485256078634247,0,2011
8,Algapur,131624,10,MOTIUR RAHMAN BARBHUIYA,M,31,GEN,IND,145,0,145,0.14,106315,0.0013638715138973804,0,2011
8,Algapur,131624,11,JAMAL UDDIN CHOUDHURY,M,30,GEN,IND,145,0,145,0.14,106315,0.0013638715138973804,0,2011
8,Algapur,131624,12,NURUL HOQUE LASKAR,M,36,GEN,IND,138,0,138,0.13,106315,0.0012980294408126794,0,2011
8,Algapur,131624,13,KAIDUL ALAM SAHA,M,27,GEN,IND,131,0,131,0.12,106315,0.001232187367727978,0,2011
8,Algapur,131624,14,MOHIR UDDIN CHOUDHURY,M,42,GEN,IND,127,0,127,0.12,106315,0.001194563325965292,0,2011
8,Algapur,131624,15,IKRAMUL HOQUE BARBHUIYA,M,40,GEN,IND,111,0,111,0.1,106315,0.0010440671589145463,0,2011
8,Algapur,131624,16,ALTAF HUSSAIN LASKAR,M,32,GEN,IND,108,0,108,0.1,106315,0.0010158491275925317,0,2011
9,Silchar,195527,1,SUSHMITA DEV,F,38,GEN,INC,60883,95,60978,50.34,121141,0.5033638487382471,1,2011
9,Silchar,195527,2,RAJDEEP ROY,M,38,GEN,BJP,45085,42,45127,37.25,121141,0.3725163239530795,0,2011
9,Silchar,195527,3,PARIMAL KANTI PAUL,M,57,GEN,CPM,6154,9,6163,5.09,121141,0.05087460067194426,0,2011
9,Silchar,195527,4,FAKRUL ISLAM MAZUMDER,M,44,GEN,AGP,4295,0,4295,3.55,121141,0.035454552958948664,0,2011
9,Silchar,195527,5,DHRUBOJYOTI GUPTA,M,67,GEN,AITC,1048,1,1049,0.87,121141,0.008659330862383503,0,2011
9,Silchar,195527,6,TUSHAR KANTI PURKAYASTHA,M,50,GEN,SUCI,856,0,856,0.71,121141,0.00706614606120141,0,2011
9,Silchar,195527,7,DIBAKAR BHATTACHARJEE,M,51,GEN,AIUDF,785,0,785,0.65,121141,0.006480052170611106,0,2011
9,Silchar,195527,8,SHEKHAR ROY,M,37,GEN,IND,692,0,692,0.57,121141,0.005712351722373102,0,2011
9,Silchar,195527,9,RAJDEEP DEB ROY,M,33,GEN,IND,565,2,567,0.47,121141,0.00468049628119299,0,2011
9,Silchar,195527,10,AMRIT LAL DAS,M,49,GEN,IND,361,0,361,0.3,121141,0.0029799985141281647,0,2011
9,Silchar,195527,11,KAMAL DAS,M,36,SC,IND,268,0,268,0.22,121141,0.002212298065890161,0,2011
10,Sonai,137366,1,ANAMUL HAQUE,M,62,GEN,INC,63559,52,63611,61.75,103016,0.6174866040226761,1,2011
10,Sonai,137366,2,AUDESH KUMAR SINGH,M,50,GEN,BJP,21572,11,21583,20.95,103016,0.20951114389997672,0,2011
10,Sonai,137366,3,RASHID AHMED MAZUMDER,M,48,GEN,AGP,5179,5,5184,5.03,103016,0.05032228003416945,0,2011
10,Sonai,137366,4,ANWAR HUSSAIN LASKAR,M,49,GEN,SP,4264,0,4264,4.14,103016,0.04139162848489555,0,2011
10,Sonai,137366,5,RAMIJ UDDIN MAZUMDER,M,60,GEN,AITC,3288,0,3288,3.19,103016,0.03191737205870933,0,2011
10,Sonai,137366,6,SAMSUR ROHMAN CHOUDHURY,M,35,GEN,IND,1961,0,1961,1.9,103016,0.019035877921876214,0,2011
10,Sonai,137366,7,JABARUT ALOM CHOUDHURY,M,38,GEN,AIUDF,1270,0,1270,1.23,103016,0.012328182029975926,0,2011
10,Sonai,137366,8,MOHARAM ALI LASKAR,M,55,GEN,SUCI,413,0,413,0.4,103016,0.004009085967228392,0,2011
10,Sonai,137366,9,FUZAIL AHMED LASKAR,M,41,GEN,IND,320,0,320,0.31,103016,0.003106313582356139,0,2011
10,Sonai,137366,10,ZILANI HOQUE LASKAR,M,45,GEN,IND,316,0,316,0.31,103016,0.003067484662576687,0,2011
10,Sonai,137366,11,FIDEL CHOUDHURY,M,35,GEN,AIFB,301,0,301,0.29,103016,0.002921876213403743,0,2011
10,Sonai,137366,12,DWIJAMONI SINHA,M,43,GEN,IND,254,1,255,0.25,103016,0.002475343635940048,0,2011
10,Sonai,137366,13,ALTAF HUSSAIN LASKAR,M,44,GEN,IND,250,0,250,0.24,103016,0.0024268074862157335,0,2011
11,Dholai,139666,1,GIRINDRA MALLIK,M,72,SC,INC,52717,17,52734,51.26,102881,0.5125727782583762,1,2011
11,Dholai,139666,2,PARIMAL SUKLABAIDYA,M,51,SC,BJP,38350,14,38364,37.29,102881,0.37289684198248463,0,2011
11,Dholai,139666,3,RATHINDRA DAS LASKAR,M,39,SC,AIUDF,5030,0,5030,4.89,102881,0.0488914376804269,0,2011
11,Dholai,139666,4,BROJENDRA DAS,M,35,SC,CPI,2065,0,2065,2.01,102881,0.02007173336184524,0,2011
11,Dholai,139666,5,MRINMOY KANTI DAS,M,36,SC,IND,1654,2,1656,1.61,102881,0.01609626656039502,0,2011
11,Dholai,139666,6,PRANAY BARDHAN,M,48,SC,SUCI,1094,0,1094,1.06,102881,0.010633644696299608,0,2011
11,Dholai,139666,7,KRISHNA PRASAD BHAR,M,51,SC,IND,1045,0,1045,1.02,102881,0.01015736627754396,0,2011
11,Dholai,139666,8,MANINDRA CHANDRA DAS,M,55,SC,AITC,893,0,893,0.87,102881,0.008679931182628473,0,2011
12,Udharbond,127219,1,AJIT SINGH,M,49,GEN,INC,56731,24,56755,61.41,92414,0.6141385504360811,1,2011
12,Udharbond,127219,2,SURENDRA PRASAD SINHA,M,41,GEN,BJP,12318,2,12320,13.33,92414,0.13331313437357975,0,2011
12,Udharbond,127219,3,MIHIR KANTI SHOME,M,45,GEN,IND,11327,2,11329,12.26,92414,0.12258965091869198,0,2011
12,Udharbond,127219,4,MAZIBUR RAHMAN MAZUMDER,M,40,GEN,AITC,5609,0,5609,6.07,92414,0.06069426710238708,0,2011
12,Udharbond,127219,5,NANDA BABU SINGHA,M,47,GEN,AIUDF,2587,1,2588,2.8,92414,0.028004414915488995,0,2011
12,Udharbond,127219,6,PRABIR KUMAR SINGH,M,48,GEN,AGP,1122,0,1122,1.21,92414,0.012141017594736727,0,2011
12,Udharbond,127219,7,HAIDAR HUSSAIN CHOUDHURY,M,42,GEN,CPI(ML)(L),1068,0,1068,1.16,92414,0.01155669054472266,0,2011
12,Udharbond,127219,8,MASUK AHMED LASKAR,M,31,GEN,IND,634,0,634,0.69,92414,0.0068604324020170105,0,2011
12,Udharbond,127219,9,BABACHAND SINGHA,M,64,GEN,IND,509,0,509,0.55,92414,0.00550782348994741,0,2011
12,Udharbond,127219,10,NUR UDDIN BARBHUIYA,M,40,GEN,IND,480,0,480,0.52,92414,0.005194018222347264,0,2011
13,Lakhipur,127350,1,DINESH PRASAD GOALA,M,62,GEN,INC,51950,25,51975,54.9,94666,0.5490355565884267,1,2011
13,Lakhipur,127350,2,REENA SINGH,F,40,GEN,BJP,21887,10,21897,23.13,94666,0.2313079669575138,0,2011
13,Lakhipur,127350,3,CHAUBA MIA,M,47,GEN,AIUDF,11324,2,11326,11.96,94666,0.11964168761751844,0,2011
13,Lakhipur,127350,4,SANJAY ADITYA SINGH,M,32,GEN,IND,5111,1,5112,5.4,94666,0.0540003802843682,0,2011
13,Lakhipur,127350,5,DWIJAMANI SINGHA,M,40,GEN,AGP,1641,2,1643,1.74,94666,0.01735575602645089,0,2011
13,Lakhipur,127350,6,MASRAF ALI CHOUDHURY,M,61,GEN,AITC,1143,0,1143,1.21,94666,0.01207402869034289,0,2011
13,Lakhipur,127350,7,NAJIM UDDIN MAZUMDAR,M,45,GEN,IND,1024,0,1024,1.08,94666,0.010816977584349186,0,2011
13,Lakhipur,127350,8,NAZMUL HOQUE LASKAR,M,36,GEN,IND,546,0,546,0.58,94666,0.005767646251029937,0,2011
14,Barkhola,113232,1,RUMI NATH,F,31,GEN,INC,44788,36,44824,50.68,88447,0.5067893766888645,1,2011
14,Barkhola,113232,2,MISBAHUL ISLAM LASKAR,M,55,GEN,IND,34166,23,34189,38.65,88447,0.3865478761292073,0,2011
14,Barkhola,113232,3,BIJOY LAKSHMI CHAKRABORTY,F,48,GEN,BJP,4172,5,4177,4.72,88447,0.04722602236367542,0,2011
14,Barkhola,113232,4,MOHAMMAD ALI LASKAR,M,61,GEN,AIUDF,1531,0,1531,1.73,88447,0.017309801349960994,0,2011
14,Barkhola,113232,5,HIFJUR RAHMAN BARBHUIYA,M,38,GEN,IND,808,0,808,0.91,88447,0.009135414428980066,0,2011
14,Barkhola,113232,6,BADRUL ISLAM MAZUMDER,M,39,GEN,IND,701,0,701,0.79,88447,0.007925650389498795,0,2011
14,Barkhola,113232,7,AKMAL HUSSAIN BARBHUIYA,M,39,GEN,AITC,608,0,608,0.69,88447,0.006874173233687972,0,2011
14,Barkhola,113232,8,SADIK AHMED LASKAR,M,26,GEN,IND,442,0,442,0.5,88447,0.004997343041595532,0,2011
14,Barkhola,113232,9,RAFIQUL HOQUE MAZUMDER,M,58,GEN,NCP,287,0,287,0.32,88447,0.0032448811152441573,0,2011
14,Barkhola,113232,10,BADRUL ISLAM BARBHUIYA,M,40,GEN,IND,217,0,217,0.25,88447,0.002453446696891924,0,2011
14,Barkhola,113232,11,KANU DEB NATH,M,48,GEN,IND,180,0,180,0.2,88447,0.0020351170757628863,0,2011
14,Barkhola,113232,12,OLIUL HASNATH LASKAR,M,43,GEN,IND,173,0,173,0.2,88447,0.0019559736339276627,0,2011
14,Barkhola,113232,13,SHAMS UDDIN BARBHUIYA,M,46,GEN,SP,158,0,158,0.18,88447,0.0017863805442807556,0,2011
14,Barkhola,113232,14,ABDUL JALIL BARBHUIYA,M,39,GEN,IND,152,0,152,0.17,88447,0.001718543308421993,0,2011
15,Katigora,137422,1,ATAUR RAHMAN MAZARBHUIYA,M,59,GEN,AIUDF,33211,15,33226,32.41,102529,0.32406441104468003,1,2011
15,Katigora,137422,2,ANWARUL HAQUE,M,60,GEN,INC,27075,9,27084,26.42,102529,0.26415940855757886,0,2011
15,Katigora,137422,3,ANIL CHANDRA DEY,M,62,GEN,BJP,19132,1,19133,18.66,102529,0.18661061748383384,0,2011
15,Katigora,137422,4,AMAR CHAND JAIN,M,54,GEN,IND,12807,1,12808,12.49,102529,0.12492075412810034,0,2011
15,Katigora,137422,5,ANUP KUMAR DUTTA,M,43,GEN,AGP,3892,0,3892,3.8,102529,0.03795999180719601,0,2011
15,Katigora,137422,6,KUMARJIT DEB,M,47,GEN,AITC,2148,0,2148,2.1,102529,0.020950170195749494,0,2011
15,Katigora,137422,7,G.M.C SAHAB UDDIN AHMED,M,36,GEN,IND,1880,0,1880,1.83,102529,0.018336275590320788,0,2011
15,Katigora,137422,8,ASHIT CHANDRA DEY,M,47,GEN,IND,1501,0,1501,1.46,102529,0.014639760458016756,0,2011
15,Katigora,137422,9,ALOK SEN,M,40,GEN,SP,857,0,857,0.84,102529,0.00835861073452389,0,2011
16,Haflong,130390,1,GOBINDA CH. LANGTHASA,M,79,ST,INC,37860,216,38076,57.04,66757,0.5703671525083512,1,2011
16,Haflong,130390,2,KULENDRA DAULAGUPU,M,38,ST,BJP,12441,147,12588,18.86,66757,0.18856449510912712,0,2011
16,Haflong,130390,3,MOHET HOJAI,M,45,ST,ASDC,10292,69,10361,15.52,66757,0.15520469763470499,0,2011
16,Haflong,130390,4,IJIRANGBE JEME,M,65,ST,AGP,5718,14,5732,8.59,66757,0.08586365474781671,0,2011
17,Bokajan,131754,1,KLENGDOON ENGTI,M,30,ST,INC,53282,50,53332,54.01,98752,0.5400599481529488,1,2011
17,Bokajan,131754,2,JAGAT SING ENGTI,M,49,ST,IND,36473,51,36524,36.99,98752,0.3698558003888529,0,2011
17,Bokajan,131754,3,SANDHYARANI SANGMA,F,50,ST,BJP,5255,4,5259,5.33,98752,0.05325461762799741,0,2011
17,Bokajan,131754,4,BABURAM BEY,M,60,ST,AGP,2225,1,2226,2.25,98752,0.022541315618924175,0,2011
17,Bokajan,131754,5,CHANDRA SING RONGPI,M,43,ST,AITC,1407,4,1411,1.43,98752,0.014288318211276733,0,2011
18,Howraghat,108246,1,KHORSING ENGTI,M,62,ST,INC,42943,71,43014,50.57,85057,0.5057079370304619,1,2011
18,Howraghat,108246,2,CHOMANG KRO,M,54,ST,IND,33258,21,33279,39.13,85057,0.3912552758738258,0,2011
18,Howraghat,108246,3,TOPAN TERON,M,32,ST,BJP,5693,4,5697,6.7,85057,0.06697861434097135,0,2011
18,Howraghat,108246,4,HORI TERANG,M,43,ST,IND,2069,0,2069,2.43,85057,0.02432486450262765,0,2011
18,Howraghat,108246,5,DEWAN RONGPI,M,33,ST,IND,998,0,998,1.17,85057,0.011733308252113288,0,2011
19,Diphu,165424,1,BIDYA SING ENGLENG,M,56,ST,INC,53943,79,54022,45.98,117481,0.45983605859670923,1,2011
19,Diphu,165424,2,GEORGE MILLICK,M,36,ST,IND,41494,57,41551,35.37,117481,0.3536827231637456,0,2011
19,Diphu,165424,3,PADMA MAIBANGSA,M,56,ST,BJP,12751,22,12773,10.87,117481,0.10872396387500957,0,2011
19,Diphu,165424,4,J.I. KATHAR,M,60,ST,IND,9124,11,9135,7.78,117481,0.07775725436453554,0,2011
20,Baithalangso,174405,1,MANSING RONGPI,M,53,ST,INC,64059,0,64059,49.49,129434,0.49491632801273233,1,2011
20,Baithalangso,174405,2,JOTSON BEY,M,50,ST,IND,54721,0,54721,42.28,129434,0.4227714510870405,0,2011
20,Baithalangso,174405,3,ARUN TERANG,M,56,ST,BJP,10654,0,10654,8.23,129434,0.08231222090022715,0,2011
21,Mankachar,155178,1,ZABED ISLAM,M,42,GEN,IND,64279,360,64639,45.86,140946,0.45860826131993815,1,2011
21,Mankachar,155178,2,DR. MOTIUR ROHMAN MONDAL,M,62,GEN,INC,53594,258,53852,38.21,140946,0.38207540476494545,0,2011
21,Mankachar,155178,3,GALIB ISLAM,M,40,GEN,AIUDF,14247,5,14252,10.11,140946,0.10111673974429923,0,2011
21,Mankachar,155178,4,ABDUL SALAM SHAH,M,44,GEN,AGP,5332,2,5334,3.78,140946,0.037844280788387044,0,2011
21,Mankachar,155178,5,SURAT JAMAN MONDAL,M,60,GEN,SUCI,1034,0,1034,0.73,140946,0.00733614291998354,0,2011
21,Mankachar,155178,6,BANAWARI LAL AGARWALLA,M,58,GEN,BJP,966,0,966,0.69,140946,0.0068536886467157635,0,2011
21,Mankachar,155178,7,NITISH ALLIMMYAN (DAS),M,39,GEN,AITC,490,0,490,0.35,140946,0.0034765087338413294,0,2011
21,Mankachar,155178,8,ABDUL MANNAN,M,49,GEN,NCP,379,0,379,0.27,140946,0.002688973081889518,0,2011
22,Salmara South,141915,1,ABDUR RAHMAN AJMAL,M,29,GEN,AIUDF,62218,36,62254,50.55,123146,0.5055300212755591,1,2011
22,Salmara South,141915,2,WAZED ALI CHOUDHURY,M,49,GEN,INC,58403,95,58498,47.5,123146,0.4750296396147662,0,2011
22,Salmara South,141915,3,DEWAN JOYNAL ABEDIN,M,67,GEN,SUCI,1590,10,1600,1.3,123146,0.012992707842723272,0,2011
22,Salmara South,141915,4,MOFIDUL HOQUE,M,35,GEN,AITC,794,0,794,0.64,123146,0.006447631266951423,0,2011
23,Dhubri,153380,1,JAHAN UDDIN,M,38,GEN,AIUDF,53932,5,53937,43.1,125141,0.43100982092199996,1,2011
23,Dhubri,153380,2,NAZIBUL UMAR,M,64,GEN,INC,46408,47,46455,37.12,125141,0.37122126241599473,0,2011
23,Dhubri,153380,3,DR. DEBAMOY SANYAL,M,52,GEN,BJP,18295,6,18301,14.62,125141,0.14624303785330148,0,2011
23,Dhubri,153380,4,ABU ADIL MD. ENAMUL HAQUE,M,41,GEN,AGP,2945,3,2948,2.36,125141,0.023557427222093478,0,2011
23,Dhubri,153380,5,FAIZUL HAQUE,M,50,GEN,AITC,1475,0,1475,1.18,125141,0.011786704597214342,0,2011
23,Dhubri,153380,6,ROUSHON ZAMIR ALFARUQUE,M,38,GEN,NCP,1339,0,1339,1.07,125141,0.010699930478420341,0,2011
23,Dhubri,153380,7,KAZI JAMIR UDDIN AHMED,M,40,GEN,SUCI,686,0,686,0.55,125141,0.00548181651097562,0,2011
24,Gauripur,156559,1,BANENDRA KUMAR MUSHAHARY,M,52,ST,BOPF,53846,3,53849,40.43,133189,0.4043051603360638,1,2011
24,Gauripur,156559,2,NIZANUR RAHMAN,M,38,GEN,AIUDF,37189,1,37190,27.92,133189,0.27922726351275257,0,2011
24,Gauripur,156559,3,MOHIBUL HAQUE,M,53,GEN,INC,28444,0,28444,21.36,133189,0.21356117997732546,0,2011
24,Gauripur,156559,4,ASHOK KUMAR ROY PRODHANI,M,40,GEN,AGP,4136,0,4136,3.11,133189,0.031053615538820772,0,2011
24,Gauripur,156559,5,NURAL ISLAM SK,M,41,GEN,IND,2531,0,2531,1.9,133189,0.019003070824167162,0,2011
24,Gauripur,156559,6,ZAHIRUL HOQUE,M,36,GEN,AITC,2315,0,2315,1.74,133189,0.017381315273783872,0,2011
24,Gauripur,156559,7,BISWAJEET ROY,M,36,GEN,BJP,2258,0,2258,1.7,133189,0.016953352003543837,0,2011
