AC NO.,AC NAME,TOTAL ELECTORS,SL_NO,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,GENERAL,POSTAL,TOTAL,VOTE_PERCENT,AC TOTAL,VOTE SHARE,is_winner,YEAR
1,Gummidipoondi,215443,1,SEKAR C H,M,31,GEN,DMDK,97660,48,97708,54.4,179616,0.5439827186887582,1,2011
1,Gummidipoondi,215443,2,SEKAR K N,M,40,GEN,PMK,68180,272,68452,38.11,179616,0.381101906288972,0,2011
1,Gummidipoondi,215443,3,SELVAKUMAR R,M,27,SC,IND,1892,0,1892,1.05,179616,0.010533582754320328,0,2011
1,Gummidipoondi,215443,4,CHAKRAVARTHI SRIRAMAN B,M,36,GEN,BJP,1877,6,1883,1.05,179616,0.010483475859611615,0,2011
1,Gummidipoondi,215443,5,MUNIKRISHNAN G,M,43,GEN,JMM,1835,1,1836,1.02,179616,0.01022180652057723,0,2011
1,Gummidipoondi,215443,6,VELU N,M,36,GEN,IND,1462,0,1462,0.81,179616,0.00813958667379298,0,2011
1,Gummidipoondi,215443,7,ASOKAN G,M,51,SC,PB,1425,0,1425,0.79,179616,0.00793359166221272,0,2011
1,Gummidipoondi,215443,8,RAJA A,M,39,SC,IND,1411,0,1411,0.79,179616,0.007855647603776947,0,2011
1,Gummidipoondi,215443,9,SUDHAKAR M,M,28,GEN,RPI,1228,0,1228,0.68,179616,0.006836807411366471,0,2011
1,Gummidipoondi,215443,10,SHANMUGAM P,M,30,GEN,IND,997,0,997,0.56,179616,0.005550730447176198,0,2011
1,Gummidipoondi,215443,11,SRINIVASAN D,M,45,SC,BSP,832,3,835,0.46,179616,0.004648806342419384,0,2011
1,Gummidipoondi,215443,12,ELUMALAI S,M,40,GEN,IND,487,0,487,0.27,179616,0.002711339747015856,0,2011
2,Ponneri,202449,1,PON. RAJA,M,36,SC,AIADMK,93599,25,93624,57.5,162835,0.5749623852365892,1,2011
2,Ponneri,202449,2,"""MANIMEKALAI A.""",F,42,SC,DMK,62132,222,62354,38.29,162835,0.38292750330088743,0,2011
2,Ponneri,202449,3,"""RAJA S.""",M,30,SC,BSP,1346,1,1347,0.83,162835,0.008272177357447723,0,2011
2,Ponneri,202449,4,"""GANESAN K.""",M,46,SC,BJP,1333,2,1335,0.82,162835,0.008198483127091842,0,2011
2,Ponneri,202449,5,"""JAYAKANTHAN S.""",M,29,SC,IND,1166,1,1167,0.72,162835,0.007166763902109497,0,2011
2,Ponneri,202449,6,"""PRABAKARAN N.""",M,38,SC,PB,754,0,754,0.46,162835,0.004630454140694568,0,2011
2,Ponneri,202449,7,"""RAGUPATHI K.""",M,43,SC,IND,637,0,637,0.39,162835,0.003911935394724722,0,2011
2,Ponneri,202449,8,"""PALANI E.""",M,43,SC,IND,635,1,636,0.39,162835,0.003905794208861731,0,2011
2,Ponneri,202449,9,"""DEVENDIRAN M.""",M,44,SC,IND,420,0,420,0.26,162835,0.00257929806245586,0,2011
2,Ponneri,202449,10,"""RAGHUPATHI S.""",M,41,SC,IND,318,1,319,0.2,162835,0.0019590382902938555,0,2011
2,Ponneri,202449,11,"""KANNIMUTHU J.S.""",M,43,SC,IND,242,0,242,0.15,162835,0.0014861669788436148,0,2011
3,Tiruttani,236733,1,ARUNSUBRAMANIAN. M,M,56,GEN,DMDK,95815,103,95918,50.16,191237,0.501566119527079,1,2011
3,Tiruttani,236733,2,RAMAN.E.S.S.,M,56,GEN,INC,71062,926,71988,37.64,191237,0.3764334307691503,0,2011
3,Tiruttani,236733,3,SUBRAMANI.A.K,M,48,GEN,JMM,9757,3,9760,5.1,191237,0.05103614886240633,0,2011
3,Tiruttani,236733,4,RAMBAI.S,F,38,GEN,IND,3232,0,3232,1.69,191237,0.016900495197059145,0,2011
3,Tiruttani,236733,5,DASS.D,M,40,SC,BSP,1859,0,1859,0.97,191237,0.00972092220647678,0,2011
3,Tiruttani,236733,6,RAMESHKUMAR.M,M,41,SC,IND,1524,0,1524,0.8,191237,0.007969169146138037,0,2011
3,Tiruttani,236733,7,BABU.J.,M,56,SC,BJP,1446,4,1450,0.76,191237,0.00758221473877963,0,2011
3,Tiruttani,236733,8,RAMESH.J,M,30,SC,PB,1295,1,1296,0.68,191237,0.006776931242385103,0,2011
3,Tiruttani,236733,9,SURESHBABU.N.D.,M,33,GEN,IND,1242,0,1242,0.65,191237,0.006494559107285724,0,2011
3,Tiruttani,236733,10,THANIGAIMALAI. M.D.,M,40,GEN,IJK,1134,1,1135,0.59,191237,0.0059350439506999164,0,2011
3,Tiruttani,236733,11,CHINNAPPAN.M.,M,40,SC,IND,710,0,710,0.37,191237,0.0037126706651955427,0,2011
3,Tiruttani,236733,12,SHETTU,M,38,SC,IND,591,0,591,0.31,191237,0.003090406145254318,0,2011
3,Tiruttani,236733,13,SHANMUGAM.M.,M,46,GEN,IND,532,0,532,0.28,191237,0.0027818884420901815,0,2011
4,Thiruvallur,207935,1,RAMANA B.V,M,43,GEN,AIADMK,91294,43,91337,53.69,170115,0.5369132645563296,1,2011
4,Thiruvallur,207935,2,SHIAJI E.A.P,M,65,GEN,DMK,67531,158,67689,39.79,170115,0.39790141962789877,0,2011
4,Thiruvallur,207935,3,JAMES E,M,42,GEN,PB,2219,1,2220,1.3,170115,0.013049995591217705,0,2011
4,Thiruvallur,207935,4,JANAKIRAMAN R.M.R,M,54,GEN,BJP,1865,4,1869,1.1,170115,0.010986685477471123,0,2011
4,Thiruvallur,207935,5,DEIVASIGAMANI T.A,M,62,GEN,RJD,1080,0,1080,0.63,170115,0.00634864650383564,0,2011
4,Thiruvallur,207935,6,SHANTHAKUMAR V,M,42,GEN,BSP,1038,1,1039,0.61,170115,0.006107633071745584,0,2011
4,Thiruvallur,207935,7,BADRACHALAM U,M,65,GEN,IND,651,0,651,0.38,170115,0.0038268230314787055,0,2011
4,Thiruvallur,207935,8,DINAKARAN C,M,29,GEN,IND,496,0,496,0.29,170115,0.0029156746906504423,0,2011
4,Thiruvallur,207935,9,RAGAVAN G,M,52,GEN,IND,478,0,478,0.28,170115,0.002809863915586515,0,2011
4,Thiruvallur,207935,10,SARAVANAN P,M,39,GEN,IND,423,0,423,0.25,170115,0.0024865532140022927,0,2011
4,Thiruvallur,207935,11,JEGAN N,M,29,GEN,IND,415,0,415,0.24,170115,0.002439526202862769,0,2011
4,Thiruvallur,207935,12,SRINIVASHAN C.J,M,35,GEN,IND,381,0,381,0.22,170115,0.0022396614055197953,0,2011
4,Thiruvallur,207935,13,JAYAKUMAR D,M,31,GEN,IND,297,0,297,0.17,170115,0.0017458777885548012,0,2011
4,Thiruvallur,207935,14,JAYAVEL G,M,66,GEN,IND,261,0,261,0.15,170115,0.0015342562384269465,0,2011
4,Thiruvallur,207935,15,DEVASHEERVATHAM S,M,56,GEN,RPI,237,1,238,0.14,170115,0.0013990535814008172,0,2011
4,Thiruvallur,207935,16,SUBRAMANIAN C,M,70,GEN,IND,231,0,231,0.14,170115,0.0013579049466537342,0,2011
4,Thiruvallur,207935,17,RAMAN V.M,M,42,GEN,IND,227,0,227,0.13,170115,0.0013343914410839726,0,2011
4,Thiruvallur,207935,18,RAMESH P,M,36,GEN,IND,216,0,216,0.13,170115,0.001269729300767128,0,2011
4,Thiruvallur,207935,19,ELANGOVAN D,M,37,GEN,IND,202,0,202,0.12,170115,0.0011874320312729625,0,2011
4,Thiruvallur,207935,20,SAKTHIDASAN R,M,29,GEN,IND,133,0,133,0.08,170115,0.0007818240601945742,0,2011
4,Thiruvallur,207935,21,SASIKUMAR E.D,M,39,GEN,IND,120,0,120,0.07,170115,0.000705405167092849,0,2011
4,Thiruvallur,207935,22,GOPAL P,M,39,GEN,IND,112,0,112,0.07,170115,0.0006583781559533257,0,2011
5,Poonmallae,229460,1,MANIMARAN R,M,46,SC,AIADMK,99079,18,99097,54.59,181531,0.5458957423250024,1,2011
5,Poonmallae,229460,2,KANCHI GV MATHIAZHAGAN,M,47,SC,INC,57549,129,57678,31.77,181531,0.31773085588687333,0,2011
5,Poonmallae,229460,3,JAGANMOORTHY.M,M,45,SC,PB,21102,16,21118,11.63,181531,0.11633274757479439,0,2011
5,Poonmallae,229460,4,MURALI.K,M,42,SC,IND,2022,0,2022,1.11,181531,0.011138593408288391,0,2011
5,Poonmallae,229460,5,THEINMATHI.P,F,49,SC,IJK,1616,0,1616,0.89,181531,0.008902060805041563,0,2011
6,Avadi,277885,1,ABDUL RAHIM.S,M,41,GEN,AIADMK,110031,71,110102,55.18,199538,0.551784622477924,1,2011
6,Avadi,277885,2,DHAMOTHARAN.R,M,61,GEN,INC,66728,136,66864,33.51,199538,0.3350940672954525,0,2011
6,Avadi,277885,3,JAYARAMAN.B.,M,51,GEN,IND,10454,6,10460,5.24,199538,0.05242109272419289,0,2011
6,Avadi,277885,4,LOGANATHAN.J,M,43,GEN,BJP,3785,10,3795,1.9,199538,0.019018933736932312,0,2011
6,Avadi,277885,5,SATHYAMURTHI.C,M,31,GEN,BSP,1656,2,1658,0.83,199538,0.008309194238691376,0,2011
6,Avadi,277885,6,BAKTHAVACHALU.D.,M,54,GEN,JMM,1336,0,1336,0.67,199538,0.0066954665276789385,0,2011
6,Avadi,277885,7,JAYARAMU. L,F,28,GEN,IND,1114,0,1114,0.56,199538,0.005582896490893965,0,2011
6,Avadi,277885,8,JAYARAMAN. V,M,67,GEN,IND,827,1,828,0.41,199538,0.0041495855426034135,0,2011
6,Avadi,277885,9,RAVIARUMUGAM B,M,35,GEN,IND,585,0,585,0.29,199538,0.002931772394230673,0,2011
6,Avadi,277885,10,MULLAITAMILAN.A,M,39,GEN,IND,540,1,541,0.27,199538,0.002711263017570588,0,2011
6,Avadi,277885,11,SHANAVASKHAN. J,M,30,GEN,IND,471,0,471,0.24,199538,0.0023604526456113624,0,2011
6,Avadi,277885,12,PARAMANANTHAM.DR. M.,M,35,GEN,LSP,414,2,416,0.21,199538,0.002084815924786256,0,2011
6,Avadi,277885,13,RAGULAN.S,M,46,GEN,IND,391,0,391,0.2,199538,0.00195952650622939,0,2011
6,Avadi,277885,14,GOVINDARAJ. P,M,49,GEN,IND,290,0,290,0.15,199538,0.0014533572552596497,0,2011
6,Avadi,277885,15,AMARAVATHI M,F,49,GEN,IND,277,0,277,0.14,199538,0.0013882067576100794,0,2011
6,Avadi,277885,16,KOTHANDAN. R. K,M,53,GEN,IND,157,0,157,0.08,199538,0.0007868175485371208,0,2011
6,Avadi,277885,17,KAMALESH. J,M,26,GEN,IND,148,0,148,0.07,199538,0.0007417133578566489,0,2011
6,Avadi,277885,18,PRABHU. G,M,28,GEN,IND,105,0,105,0.05,199538,0.0005262155579388387,0,2011
7,Maduravoyal,269513,1,BEEM RAO. G,M,52,GEN,CPM,96831,13,96844,52.09,185925,0.5208766975931155,1,2011
7,Maduravoyal,269513,2,SELVAM K,M,46,GEN,PMK,72799,34,72833,39.17,185925,0.3917332257630765,0,2011
7,Maduravoyal,269513,3,SELVAN S,M,36,GEN,BJP,6376,5,6381,3.43,185925,0.034320290439693424,0,2011
7,Maduravoyal,269513,4,SIVASANKARAN. D,M,33,GEN,IJK,2255,1,2256,1.21,185925,0.012133924969745866,0,2011
7,Maduravoyal,269513,5,YOSUVA. P,M,52,GEN,BSP,2040,0,2040,1.1,185925,0.010972166196046794,0,2011
7,Maduravoyal,269513,6,SELVAM. K,M,30,GEN,IND,1542,0,1542,0.83,185925,0.008293666801129487,0,2011
7,Maduravoyal,269513,7,DHILBAHADUR. L,M,41,GEN,JMM,1373,0,1373,0.74,185925,0.007384698130966788,0,2011
7,Maduravoyal,269513,8,RAVEENDRAN. R,M,34,GEN,IND,855,0,855,0.46,185925,0.004598628479225494,0,2011
7,Maduravoyal,269513,9,DHARMARAJ. G,M,58,GEN,IND,640,0,640,0.34,185925,0.0034422482183676215,0,2011
7,Maduravoyal,269513,10,SENTHIL KUMAR. K.G.R,M,32,GEN,IND,393,0,393,0.21,185925,0.0021137555465913674,0,2011
7,Maduravoyal,269513,11,BASKARAN. K,M,26,GEN,IND,303,0,303,0.16,185925,0.0016296893908834208,0,2011
7,Maduravoyal,269513,12,TAMILOLEI. G,F,35,GEN,IND,296,0,296,0.16,185925,0.0015920398009950248,0,2011
7,Maduravoyal,269513,13,SOMASUNDARAM. K,M,48,GEN,IND,169,0,169,0.09,185925,0.0009089686701627,0,2011
8,Ambattur,264990,1,VEDHACHALAM. S,M,57,GEN,AIADMK,99308,22,99330,53.3,186347,0.5330378272792157,1,2011
8,Ambattur,264990,2,RANAGANATHAN. B,M,60,GEN,DMK,76535,78,76613,41.11,186347,0.41113084729027033,0,2011
8,Ambattur,264990,3,JEYACHANDRA. T,F,51,GEN,BJP,3908,4,3912,2.1,186347,0.02099309352981266,0,2011
8,Ambattur,264990,4,DEVARAJAN. C,M,41,GEN,JMM,1128,0,1128,0.61,186347,0.006053223287737393,0,2011
8,Ambattur,264990,5,MOHAMED ABBAS. S,M,31,GEN,BSP,962,0,962,0.52,186347,0.005162412059222848,0,2011
8,Ambattur,264990,6,JAGEDHEESWARAN. D,M,28,GEN,LSP,904,1,905,0.49,186347,0.004856531095214841,0,2011
8,Ambattur,264990,7,BHUVANESWARI. S,F,46,GEN,IJK,905,0,905,0.49,186347,0.004856531095214841,0,2011
8,Ambattur,264990,8,LOKESH. D,M,32,GEN,IND,608,0,608,0.33,186347,0.00326273028275207,0,2011
8,Ambattur,264990,9,PALANIVEL. K,M,45,SC,CPI(ML)(L),476,1,477,0.26,186347,0.0025597406988038442,0,2011
8,Ambattur,264990,10,ELUMALAI. P,M,49,SC,IND,461,0,461,0.25,186347,0.0024738793755735267,0,2011
8,Ambattur,264990,11,RAJENDRAN. N,M,49,GEN,IND,261,0,261,0.14,186347,0.0014006128351945564,0,2011
8,Ambattur,264990,12,BALAJI. G,M,32,SC,IND,201,0,201,0.11,186347,0.0010786328730808654,0,2011
8,Ambattur,264990,13,LOGUBABU. B,M,40,GEN,IND,184,0,184,0.1,186347,0.0009874052171486528,0,2011
8,Ambattur,264990,14,INBARAJ. D,M,48,SC,IND,168,0,168,0.09,186347,0.0009015438939183352,0,2011
8,Ambattur,264990,15,RAMAKRISHNAN. K,M,45,GEN,IND,136,1,137,0.07,186347,0.0007351875801595947,0,2011
8,Ambattur,264990,16,PALANI. D,M,37,GEN,IND,95,0,95,0.05,186347,0.000509801606680011,0,2011
9,Madavaram,275626,1,MOORTHY V,M,52,GEN,AIADMK,115454,14,115468,55.69,207325,0.5569419992764982,1,2011
9,Madavaram,275626,2,KANIMOZHI N S,F,37,GEN,DMK,80604,99,80703,38.93,207325,0.38925841070782585,0,2011
9,Madavaram,275626,3,SIVAKUMAR B,M,40,GEN,BJP,2597,2,2599,1.25,207325,0.012535873628361269,0,2011
9,Madavaram,275626,4,KUMARAN P,M,36,GEN,IND,2135,0,2135,1.03,207325,0.010297841553117087,0,2011
9,Madavaram,275626,5,RAMESH A,M,51,GEN,PB,1963,1,1964,0.95,207325,0.00947304955986977,0,2011
9,Madavaram,275626,6,JANAKIRAMAN N,M,39,GEN,BSP,1280,0,1280,0.62,207325,0.006173881586880502,0,2011
9,Madavaram,275626,7,SRINIVASAN K,M,40,GEN,JMM,978,0,978,0.47,207325,0.004717231399975884,0,2011
9,Madavaram,275626,8,RAJA K,M,37,GEN,IND,872,0,872,0.42,207325,0.004205956831062342,0,2011
9,Madavaram,275626,9,JANAKIRAMAN S,M,44,GEN,CPI(ML)(L),408,0,408,0.2,207325,0.00196792475581816,0,2011
9,Madavaram,275626,10,NANDAKUMAR P,M,40,GEN,IND,360,0,360,0.17,207325,0.001736404196310141,0,2011
9,Madavaram,275626,11,MEGANATHAN S,M,37,GEN,IND,233,0,233,0.11,207325,0.0011238393826118413,0,2011
9,Madavaram,275626,12,SENTHILKUMAR B,M,30,GEN,IND,193,0,193,0.09,207325,0.0009309055830218257,0,2011
9,Madavaram,275626,13,SRINIVASAN G S,M,38,GEN,IND,132,0,132,0.06,207325,0.0006366815386470517,0,2011
10,Thiruvottiyur,221495,1,"""KUPPAN K.""",M,56,GEN,AIADMK,93935,9,93944,57.03,164716,0.5703392505888923,1,2011
10,Thiruvottiyur,221495,2,"""SAMY K.P.P.""",M,48,GEN,DMK,66617,36,66653,40.47,164716,0.40465407124990893,0,2011
10,Thiruvottiyur,221495,3,"""VENKATAKRISHNAN V.""",M,48,GEN,BJP,1718,1,1719,1.04,164716,0.010436144636829452,0,2011
10,Thiruvottiyur,221495,4,"""PANDIYAN S.""",M,45,GEN,IND,649,0,649,0.39,164716,0.003940115107214842,0,2011
10,Thiruvottiyur,221495,5,"""SURESH S.""",M,30,GEN,BSP,464,0,464,0.28,164716,0.002816969814711382,0,2011
10,Thiruvottiyur,221495,6,"""UDAIYAR T.""",M,61,GEN,JMM,343,0,343,0.21,164716,0.0020823720828577674,0,2011
10,Thiruvottiyur,221495,7,"""TANIKACHALAM B""",M,31,GEN,IND,252,0,252,0.15,164716,0.0015299060200587677,0,2011
10,Thiruvottiyur,221495,8,"""JOHNSON S.""",M,42,GEN,PB,197,0,197,0.12,164716,0.0011959979601253066,0,2011
10,Thiruvottiyur,221495,9,"""KUPPAN K.""",M,45,GEN,IND,172,0,172,0.1,164716,0.0010442215692464606,0,2011
10,Thiruvottiyur,221495,10,"""KUPPAN D.""",M,29,GEN,IND,164,0,164,0.1,164716,0.00099565312416523,0,2011
10,Thiruvottiyur,221495,11,"""SELVARAJKUMAR K.R.""",M,37,GEN,IND,159,0,159,0.1,164716,0.0009652978459894606,0,2011
11,Dr.Radhakrishnan Nagar,195179,1,VETRIIVEL P,M,50,GEN,AIADMK,83761,16,83777,59.04,141904,0.590378002029541,1,2011
11,Dr.Radhakrishnan Nagar,195179,2,SEKARBABU P K,M,48,GEN,DMK,52426,96,52522,37.01,141904,0.37012346375014094,0,2011
11,Dr.Radhakrishnan Nagar,195179,3,VINAYAGAM K R,M,38,GEN,BJP,1298,2,1300,0.92,141904,0.009161123012741008,0,2011
11,Dr.Radhakrishnan Nagar,195179,4,AROCKIAM S,M,35,GEN,IJK,678,0,678,0.48,141904,0.004777878002029541,0,2011
11,Dr.Radhakrishnan Nagar,195179,5,PRAKASH R,M,33,GEN,IND,529,0,529,0.37,141904,0.0037278723644153795,0,2011
11,Dr.Radhakrishnan Nagar,195179,6,MARIMUTHU P,M,55,GEN,IND,481,0,481,0.34,141904,0.003389615514714173,0,2011
11,Dr.Radhakrishnan Nagar,195179,7,DANIEL S,M,32,GEN,IND,379,0,379,0.27,141904,0.0026708197090991093,0,2011
11,Dr.Radhakrishnan Nagar,195179,8,PERUMAL S,M,62,SC,BSP,252,0,252,0.18,141904,0.001775848460931334,0,2011
11,Dr.Radhakrishnan Nagar,195179,9,MADHU P,M,33,GEN,MMKA,204,0,204,0.14,141904,0.0014375916112301275,0,2011
11,Dr.Radhakrishnan Nagar,195179,10,CHANDRAN M R,M,37,SC,IND,184,0,184,0.13,141904,0.001296651257187958,0,2011
11,Dr.Radhakrishnan Nagar,195179,11,VENUGOPAL T V,M,53,GEN,IND,180,0,180,0.13,141904,0.0012684631863795243,0,2011
11,Dr.Radhakrishnan Nagar,195179,12,SASIKUMAR S,M,35,GEN,IND,174,0,174,0.12,141904,0.0012261810801668734,0,2011
11,Dr.Radhakrishnan Nagar,195179,13,MADHAN S,M,32,GEN,IND,122,0,122,0.09,141904,0.000859736159657233,0,2011
11,Dr.Radhakrishnan Nagar,195179,14,VINCENT A,M,29,GEN,IND,97,0,97,0.07,141904,0.0006835607171045213,0,2011
11,Dr.Radhakrishnan Nagar,195179,15,PRASANNAKUMAR M,M,30,SC,IND,90,0,90,0.06,141904,0.0006342315931897621,0,2011
11,Dr.Radhakrishnan Nagar,195179,16,MUTHUSARAVANAN P,M,30,GEN,IND,89,0,89,0.06,141904,0.0006271845754876537,0,2011
11,Dr.Radhakrishnan Nagar,195179,17,SEKAR M M,M,50,GEN,IND,77,0,77,0.05,141904,0.000542620363062352,0,2011
11,Dr.Radhakrishnan Nagar,195179,18,SEKAR K,M,41,GEN,IND,72,0,72,0.05,141904,0.0005073852745518096,0,2011
11,Dr.Radhakrishnan Nagar,195179,19,SATHISH C,M,32,GEN,IND,72,0,72,0.05,141904,0.0005073852745518096,0,2011
11,Dr.Radhakrishnan Nagar,195179,20,VIJAYARAJ T K,M,30,SC,IND,66,0,66,0.05,141904,0.0004651031683391589,0,2011
11,Dr.Radhakrishnan Nagar,195179,21,VEERABADHRAN S,M,36,SC,IND,64,0,64,0.05,141904,0.0004510091329349419,0,2011
11,Dr.Radhakrishnan Nagar,195179,22,ELANGOVAN M,M,37,GEN,IND,61,0,61,0.04,141904,0.0004298680798286165,0,2011
11,Dr.Radhakrishnan Nagar,195179,23,RAJA B @ RAJA R B,M,30,SC,IND,58,0,58,0.04,141904,0.0004087270267222911,0,2011
11,Dr.Radhakrishnan Nagar,195179,24,GIRIJA S P,F,54,GEN,IND,54,0,54,0.04,141904,0.0003805389559138573,0,2011
11,Dr.Radhakrishnan Nagar,195179,25,RAVI R,M,50,GEN,IND,52,0,52,0.04,141904,0.0003664449205096403,0,2011
11,Dr.Radhakrishnan Nagar,195179,26,GOKUL G R P,M,43,GEN,IND,50,0,50,0.04,141904,0.0003523508851054234,0,2011
11,Dr.Radhakrishnan Nagar,195179,27,RAJENDRAN K,M,48,GEN,IND,49,0,49,0.03,141904,0.0003453038674033149,0,2011
11,Dr.Radhakrishnan Nagar,195179,28,LOGANATHAN S,M,34,SC,IND,46,0,46,0.03,141904,0.0003241628142969895,0,2011
11,Dr.Radhakrishnan Nagar,195179,29,RAVINDERABABU G,M,47,GEN,IND,42,0,42,0.03,141904,0.00029597474348855567,0,2011
11,Dr.Radhakrishnan Nagar,195179,30,GOKULAKRISHNAN V R,M,39,SC,IND,42,0,42,0.03,141904,0.00029597474348855567,0,2011
11,Dr.Radhakrishnan Nagar,195179,31,LALLI R,F,35,GEN,IND,41,0,41,0.03,141904,0.0002889277257864472,0,2011
12,Perambur,232344,1,SOUNDARARAJAN A,M,64,GEN,CPM,84641,27,84668,52.26,162026,0.5225581079579821,1,2011
12,Perambur,232344,2,N.R.DHANAPALAN,M,59,GEN,DMK,67136,109,67245,41.5,162026,0.41502598348413217,0,2011
12,Perambur,232344,3,R.RAVINDRAKUMAR,M,53,GEN,BJP,2755,3,2758,1.7,162026,0.017021959438608618,0,2011
12,Perambur,232344,4,VIJAYAKUMAR K,M,40,GEN,JMM,961,0,961,0.59,162026,0.005931146852974214,0,2011
12,Perambur,232344,5,PALANI.S,M,44,SC,BSP,911,1,912,0.56,162026,0.005628726253811117,0,2011
12,Perambur,232344,6,GOPI ANAND C,M,27,GEN,IND,861,0,861,0.53,162026,0.005313961956722995,0,2011
12,Perambur,232344,7,JESU I,M,46,GEN,IJK,752,1,753,0.46,162026,0.004647402268771679,0,2011
12,Perambur,232344,8,BALAKRISHNAN S,M,36,GEN,IND,699,0,699,0.43,162026,0.0043141224247960205,0,2011
12,Perambur,232344,9,BALAKRISHNAN A,M,50,SC,IND,662,0,662,0.41,162026,0.00408576401318307,0,2011
12,Perambur,232344,10,SANTHANAM G,M,47,GEN,IND,456,0,456,0.28,162026,0.0028143631269055584,0,2011
12,Perambur,232344,11,MURALIDHARAN B,M,35,GEN,IND,339,0,339,0.21,162026,0.0020922567982916323,0,2011
12,Perambur,232344,12,THENKARAI MUTHU R,M,52,GEN,IND,317,0,317,0.2,162026,0.001956476121116364,0,2011
12,Perambur,232344,13,PRABHAKAR S D,M,31,GEN,MSK,286,0,286,0.18,162026,0.001765148803278486,0,2011
12,Perambur,232344,14,RAJA P,M,38,GEN,IND,232,0,232,0.14,162026,0.001431868959302828,0,2011
12,Perambur,232344,15,MARIADASS J,M,38,GEN,PB,213,0,213,0.13,162026,0.0013146038290150963,0,2011
12,Perambur,232344,16,KISHOREKUMAR A,M,33,GEN,IND,173,0,173,0.11,162026,0.0010677298705146089,0,2011
12,Perambur,232344,17,SUNDER J,M,43,GEN,IND,156,0,156,0.1,162026,0.0009628084381519016,0,2011
12,Perambur,232344,18,MURTHY G,M,59,SC,IND,119,1,120,0.07,162026,0.0007406218755014627,0,2011
12,Perambur,232344,19,SIVAKUMAR R,M,46,GEN,IND,111,0,111,0.07,162026,0.0006850752348388531,0,2011
12,Perambur,232344,20,SARAVANAN M,M,35,SC,IND,104,0,104,0.06,162026,0.0006418722921012677,0,2011
13,Kolathur,208018,1,STALIN M.K.,M,59,GEN,DMK,68570,107,68677,48.35,142028,0.48354549807080294,1,2011
13,Kolathur,208018,2,SADAI.SA. DURAISAMY,M,59,GEN,AIADMK,65921,22,65943,46.43,142028,0.464295772664545,0,2011
13,Kolathur,208018,3,ARMSTRONG K.,M,39,SC,BSP,4002,2,4004,2.82,142028,0.028191624186780073,0,2011
13,Kolathur,208018,4,SHANKAR K.P.M.,M,46,GEN,IND,778,0,778,0.55,142028,0.0054777931112175065,0,2011
13,Kolathur,208018,5,ASHOK KUMAR S.,M,31,SC,LSP,501,1,502,0.35,142028,0.003534514321119779,0,2011
13,Kolathur,208018,6,SIVAKUMAR M.,M,32,GEN,IJK,285,0,285,0.2,142028,0.002006646576731349,0,2011
13,Kolathur,208018,7,SARAVANAN S.P,M,47,GEN,IND,193,0,193,0.14,142028,0.0013588869800321064,0,2011
13,Kolathur,208018,8,SURIYA NARAYANAN D,M,37,ST,IND,187,0,187,0.13,142028,0.0013166417889430254,0,2011
13,Kolathur,208018,9,SURESH D,M,38,GEN,IND,185,0,185,0.13,142028,0.0013025600585799984,0,2011
13,Kolathur,208018,10,JAYARAMARAJ T,M,41,GEN,IND,160,0,160,0.11,142028,0.0011265384290421608,0,2011
13,Kolathur,208018,11,SIVASUBRAMANI S.,M,41,GEN,IND,157,0,157,0.11,142028,0.00110541583349762,0,2011
13,Kolathur,208018,12,PADMARAJAN K.,M,52,GEN,IND,114,0,114,0.08,142028,0.0008026586306925395,0,2011
13,Kolathur,208018,13,VENKATARAMANI K,M,54,GEN,IND,89,0,89,0.06,142028,0.0006266370011547019,0,2011
13,Kolathur,208018,14,ATICK YEZDON A.S.,M,30,GEN,RPI(A),83,0,83,0.06,142028,0.0005843918100656209,0,2011
13,Kolathur,208018,15,CHARAVANAN M.P.,M,49,GEN,IND,72,0,72,0.05,142028,0.0005069422930689723,0,2011
13,Kolathur,208018,16,AZHAGESAN S,M,39,GEN,IND,67,0,67,0.05,142028,0.0004717379671614048,0,2011
13,Kolathur,208018,17,JAYASEELAN A.,M,44,GEN,IND,66,0,66,0.05,142028,0.0004646971019798913,0,2011
13,Kolathur,208018,18,VENUGOPAL M,M,54,GEN,IND,56,0,56,0.04,142028,0.00039428845016475624,0,2011
13,Kolathur,208018,19,NARAYANARAO V.S.,M,39,GEN,IND,55,0,55,0.04,142028,0.00038724758498324274,0,2011
13,Kolathur,208018,20,RAVI KUMAR T,M,41,SC,IND,54,0,54,0.04,142028,0.00038020671980172925,0,2011
13,Kolathur,208018,21,GOPI K.S.,M,41,GEN,IND,53,0,53,0.04,142028,0.00037316585462021575,0,2011
13,Kolathur,208018,22,KANDASAMY S.,M,46,GEN,IND,51,0,51,0.04,142028,0.0003590841242571887,0,2011
13,Kolathur,208018,23,GANESAN P.,M,40,SC,IND,50,0,50,0.04,142028,0.0003520432590756752,0,2011
13,Kolathur,208018,24,MURALI VINODH M.,M,27,SC,IND,41,0,41,0.03,142028,0.0002886754724420537,0,2011
13,Kolathur,208018,25,KALAI ARASAN M.,M,55,GEN,IND,41,0,41,0.03,142028,0.0002886754724420537,0,2011
13,Kolathur,208018,26,RAMESH D.,M,48,GEN,IND,34,0,34,0.02,142028,0.00023938941617145915,0,2011
