AC NO.,AC NAME,TOTAL ELECTORS,SL_NO,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,GENERAL,POSTAL,TOTAL,VOTE_PERCENT,AC TOTAL,VOTE SHARE,is_winner,YEAR
68,Kandi,178692,3,SAHITYA PRADIP SINHA,M,52,GEN,IND,9794,42,9836,6.82,144287,0.06816968957702357,0,2011
68,Kandi,178692,4,DHANANJOY MONDAL,M,63,GEN,BJP,4342,9,4351,3.02,144287,0.030155176835057907,0,2011
68,Kandi,178692,5,AMIT KUMAR DAS,M,45,GEN,BSP,1429,0,1429,0.99,144287,0.009903872143713572,0,2011
68,Kandi,178692,6,MANIRUL ISLAM,M,42,GEN,CPI(ML)(L),1254,0,1254,0.87,144287,0.008691011664252497,0,2011
68,Kandi,178692,7,SASTI KONAI,M,28,SC,IND,849,1,850,0.59,144287,0.005891036614525217,0,2011
68,Kandi,178692,8,ISLAM NAZIMUL,M,67,GEN,JD(U),736,0,736,0.51,144287,0.005100944645047717,0,2011
68,Kandi,178692,9,MAJIBUR RAHAMAN,M,37,GEN,MUL,615,0,615,0.43,144287,0.004262338256391775,0,2011
69,Bharatpur,181614,1,ID MOHAMMAD,M,58,GEN,RSP,70394,264,70658,47.78,147875,0.4778224852071006,1,2011
69,Bharatpur,181614,2,DALIYA BEGUM,F,61,GEN,INC,68632,97,68729,46.48,147875,0.46477768385460694,0,2011
69,Bharatpur,181614,3,SOMNATH GOSWAMI,M,43,GEN,IND,3708,3,3711,2.51,147875,0.025095519864750632,0,2011
69,Bharatpur,181614,4,MADHUSUDAN SAHA,M,55,GEN,BJP,3240,3,3243,2.19,147875,0.021930684699915468,0,2011
69,Bharatpur,181614,5,RANJIT KONAI,M,30,SC,IND,1534,0,1534,1.04,147875,0.010373626373626373,0,2011
70,Rejinagar,189141,1,HUMAYUN KABIR,M,48,GEN,INC,77423,119,77542,49.74,155887,0.4974244164041902,1,2011
70,Rejinagar,189141,2,SIRAJUL ISLAM MONDAL,M,56,GEN,RSP,68577,204,68781,44.12,155887,0.44122345031978294,0,2011
70,Rejinagar,189141,3,ARABINDU BISWAS,M,43,GEN,BJP,6716,17,6733,4.32,155887,0.04319154259174915,0,2011
70,Rejinagar,189141,4,FUL CHAND SK,M,37,GEN,JD(U),2831,0,2831,1.82,155887,0.018160590684277715,0,2011
71,Beldanga,182630,1,SAFIUJJAMAN SEIKH,M,53,GEN,INC,67718,170,67888,45.32,149811,0.45315764529974434,1,2011
71,Beldanga,182630,2,MD. REFATULLAH,M,69,GEN,RSP,53694,311,54005,36.05,149811,0.360487547643364,0,2011
71,Beldanga,182630,3,ALOK GHOSH,M,59,GEN,BJP,17239,43,17282,11.54,149811,0.11535868527678207,0,2011
71,Beldanga,182630,4,ABUL HOSSAIN,M,43,GEN,MUL,8679,14,8693,5.8,149811,0.05802644665612004,0,2011
71,Beldanga,182630,5,MOSAH GULASHUNNAHER BANU,F,32,GEN,JD(U),1943,0,1943,1.3,149811,0.01296967512398956,0,2011
72,Baharampur,206158,1,MANOJ CHAKRABORTY,M,57,GEN,INC,90872,706,91578,54.9,166821,0.5489596633517363,1,2011
72,Baharampur,206158,2,TARIT KUMAR BRAHMACHARI,M,67,GEN,RSP,47204,1061,48265,28.93,166821,0.2893220877467465,0,2011
72,Baharampur,206158,3,DEBASIS SARKAR,M,46,GEN,BJP,12686,72,12758,7.65,166821,0.07647718212934822,0,2011
72,Baharampur,206158,4,DEBJANI SAHA,F,41,GEN,IND,8121,41,8162,4.89,166821,0.04892669388146576,0,2011
72,Baharampur,206158,5,TAYEDUL ISLAM,M,46,GEN,SDPI,3781,6,3787,2.27,166821,0.02270097889354458,0,2011
72,Baharampur,206158,6,SUJIT KUMAR DAS,M,43,GEN,IPFB,1327,4,1331,0.8,166821,0.007978611805468137,0,2011
72,Baharampur,206158,7,SUNIL KUMAR MANDAL,M,70,GEN,JD(U),938,2,940,0.56,166821,0.005634782191690495,0,2011
73,Hariharpara,181557,1,INSAR ALI BISWAS,M,51,GEN,CPM,58142,151,58293,35.56,163919,0.3556207639138843,1,2011
73,Hariharpara,181557,2,NIAMOT SHEIKH,M,60,GEN,AITC,51840,95,51935,31.68,163919,0.3168333140148488,0,2011
73,Hariharpara,181557,3,ALAMGIR MIR,M,40,GEN,IND,44875,107,44982,27.44,163919,0.27441602254772174,0,2011
73,Hariharpara,181557,4,BISHNU CHARAN SIKDAR,M,39,SC,BJP,4581,2,4583,2.8,163919,0.02795893093540102,0,2011
73,Hariharpara,181557,5,MASUDUL ISLAM,M,28,GEN,SDPI,1928,1,1929,1.18,163919,0.01176800736949347,0,2011
73,Hariharpara,181557,6,SUFAL HALDER,M,34,SC,IND,1351,0,1351,0.82,163919,0.008241875560490242,0,2011
73,Hariharpara,181557,7,SATTAR SEKH,M,52,GEN,MUL,846,0,846,0.52,163919,0.0051610856581604326,0,2011
74,Naoda,183948,1,ABU TAHER KHAN,M,49,GEN,INC,80629,129,80758,51.6,156508,0.5159991821504332,1,2011
74,Naoda,183948,2,JAYANTA KUMAR BISWAS,M,69,GEN,RSP,66714,249,66963,42.79,156508,0.42785672297901706,0,2011
74,Naoda,183948,3,BIPLAB MONDAL,M,43,GEN,BJP,3771,3,3774,2.41,156508,0.024113783320980398,0,2011
74,Naoda,183948,4,ISLAM MALITYA,M,64,GEN,SDPI,2279,2,2281,1.46,156508,0.014574334858282004,0,2011
74,Naoda,183948,5,JAYANTA GHOSH,M,36,GEN,IND,1555,0,1555,0.99,156508,0.00993559434661487,0,2011
74,Naoda,183948,6,KASHINATH DUTTA,M,59,GEN,JD(U),640,0,640,0.41,156508,0.004089247833976538,0,2011
74,Naoda,183948,7,BHAGBAT DAS,M,36,SC,BSP,537,0,537,0.34,156508,0.003431134510695939,0,2011
75,Domkal,193539,1,ANISUR RAHAMAN,M,59,GEN,CPM,81628,184,81812,47.22,173254,0.4722084338601129,1,2011
75,Domkal,193539,2,SOUMIK HOSSAIN,M,28,GEN,INC,78616,121,78737,45.45,173254,0.45445992588915696,0,2011
75,Domkal,193539,3,MAULANA SIDDIQULLAH CHOWDHURY,M,61,GEN,PDCI,4919,3,4922,2.84,173254,0.02840915649855126,0,2011
75,Domkal,193539,4,SANTOSH MONDAL,M,38,GEN,BJP,2213,2,2215,1.28,173254,0.012784697611599154,0,2011
75,Domkal,193539,5,BAIJID HOSSAIN,M,57,GEN,SUCI,1616,3,1619,0.93,173254,0.009344661595114687,0,2011
75,Domkal,193539,6,MD. SALAUDDIN,M,32,GEN,MUL,1363,0,1363,0.79,173254,0.007867062232329412,0,2011
75,Domkal,193539,7,DIPESH SARKAR,M,34,SC,IND,1282,0,1282,0.74,173254,0.007399540558948134,0,2011
75,Domkal,193539,8,SUBODH KUMAR HALDER,M,48,SC,BSP,864,0,864,0.5,173254,0.004986897849400302,0,2011
75,Domkal,193539,9,APURBA SARKAR,M,40,SC,IND,440,0,440,0.25,173254,0.002539623904787191,0,2011
76,Jalangi,192844,1,ABDUR RAZZAK,M,53,GEN,CPM,84908,236,85144,49.55,171834,0.4955014723512227,1,2011
76,Jalangi,192844,2,IDRIS ALI,M,60,GEN,AITC,47225,58,47283,27.52,171834,0.2751667306819372,0,2011
76,Jalangi,192844,3,SAMSUZZOHA BISWAS,M,56,GEN,IND,25817,17,25834,15.03,171834,0.1503427726759547,0,2011
76,Jalangi,192844,4,NABA KUMAR SARKAR,M,48,SC,BJP,7792,4,7796,4.54,171834,0.045369368111083955,0,2011
76,Jalangi,192844,5,ABDUL HAQUE MANDAL,M,46,GEN,MUL,1639,0,1639,0.95,171834,0.009538275312219933,0,2011
76,Jalangi,192844,6,HASIM BISWAS,M,34,GEN,IND,1616,0,1616,0.94,171834,0.009404425201066146,0,2011
76,Jalangi,192844,7,MANINDRANATH SARKAR,M,59,SC,BSP,1118,1,1119,0.65,171834,0.006512098886134293,0,2011
76,Jalangi,192844,8,SIRAJUL SHAH,M,49,GEN,JD(U),889,0,889,0.52,171834,0.0051735977745964125,0,2011
76,Jalangi,192844,9,JOGESH CHANDRA SARKAR,M,65,SC,AMB,514,0,514,0.3,171834,0.0029912590057846527,0,2011
77,Karimpur,196546,1,SAMARENDRANATH GHOSH,M,39,GEN,CPM,81669,575,82244,46.17,178118,0.46173884728101594,1,2011
77,Karimpur,196546,2,DR. RAMENDRA NATH SARKAR,M,58,GEN,AITC,76834,325,77159,43.32,178118,0.4331903569543786,0,2011
77,Karimpur,196546,3,INDRAJIT MONDAL,M,37,GEN,BJP,8093,5,8098,4.55,178118,0.0454642428053313,0,2011
77,Karimpur,196546,4,RAJIB SEKH,M,25,GEN,IND,3626,0,3626,2.04,178118,0.02035729123390112,0,2011
77,Karimpur,196546,5,SWAPAN KUMAR BISWAS,M,34,SC,BSP,2625,3,2628,1.48,178118,0.014754264027217912,0,2011
77,Karimpur,196546,6,BIKASH CHANDRA BISWAS,M,59,GEN,IND,2054,0,2054,1.15,178118,0.011531681245017349,0,2011
77,Karimpur,196546,7,REJAUL SEKH,M,65,GEN,MUL,1445,1,1446,0.81,178118,0.008118213768400722,0,2011
77,Karimpur,196546,8,ABDULLA BISWAS,M,40,GEN,PDCI,863,0,863,0.48,178118,0.004845102684737084,0,2011
78,Tehatta,199458,1,RANJIT KUMAR MANDAL,M,53,GEN,CPM,74979,466,75445,42.78,176345,0.4278261362669767,1,2011
78,Tehatta,199458,2,TAPAS KUMAR SAHA,M,51,GEN,IND,56009,239,56248,31.9,176345,0.3189656638974737,0,2011
78,Tehatta,199458,3,GOURI SANKAR DUTTA,M,59,GEN,AITC,34978,149,35127,19.92,176345,0.19919476027105956,0,2011
78,Tehatta,199458,4,ASHUTOSH PAUL,M,51,GEN,BJP,7062,5,7067,4.01,176345,0.04007485327057756,0,2011
78,Tehatta,199458,5,TAPAN BALA,M,46,SC,BSP,2456,2,2458,1.39,176345,0.013938586293912501,0,2011
79,Palashipara,185525,1,S.M. SADI,M,50,GEN,CPM,73286,333,73619,46.12,159620,0.46121413356722213,1,2011
79,Palashipara,185525,2,MANIK BHATTACHARJEE,M,56,GEN,AITC,71769,198,71967,45.09,159620,0.45086455331412106,0,2011
79,Palashipara,185525,3,ARJUN KUMAR BISWAS,M,42,GEN,BJP,8138,7,8145,5.1,159620,0.05102744017040471,0,2011
79,Palashipara,185525,4,RATI KANTA THAKUR,M,32,SC,BSP,2479,1,2480,1.55,159620,0.01553690013782734,0,2011
79,Palashipara,185525,5,SHAHJAHAN MOLLIK,M,55,GEN,MUL,1896,0,1896,1.19,159620,0.011878210750532515,0,2011
79,Palashipara,185525,6,JELHAK MAHALDAR,M,38,GEN,JD(U),1513,0,1513,0.95,159620,0.009478762059892244,0,2011
80,Kaliganj,186279,1,NASIRUDDIN AHAMED(LAL),M,57,GEN,AITC,73912,179,74091,47.33,156551,0.4732706913402022,1,2011
80,Kaliganj,186279,2,SANKAR SARKAR,M,56,GEN,RSP,56580,333,56913,36.35,156551,0.36354287101328003,0,2011
80,Kaliganj,186279,3,MAHADEB GHOSH,M,56,GEN,BJP,13310,9,13319,8.51,156551,0.08507770630657102,0,2011
80,Kaliganj,186279,4,SHARIFUDDIN MUNSHI,M,73,GEN,IND,6863,0,6863,4.38,156551,0.04383874903386117,0,2011
80,Kaliganj,186279,5,SEKH. AKHER ALI,M,60,GEN,MUL,1327,0,1327,0.85,156551,0.008476470926407369,0,2011
80,Kaliganj,186279,6,SUNIL CHANDRA MONDAL,M,58,SC,BSP,1259,0,1259,0.8,156551,0.008042107683758008,0,2011
80,Kaliganj,186279,7,ALTAF HOSSAIN SK,M,61,GEN,CPI(ML)(L),1157,2,1159,0.74,156551,0.0074033382092736555,0,2011
80,Kaliganj,186279,8,IMAN MANDAL,M,47,GEN,IND,1073,0,1073,0.69,156551,0.006853996461217112,0,2011
80,Kaliganj,186279,9,NEKCHADDIN SK.,M,34,GEN,JD(U),547,0,547,0.35,156551,0.0034940690254294127,0,2011
81,Nakashipara,187228,1,KOLLOL KHAN,M,59,GEN,AITC,79411,233,79644,48.63,163765,0.48633102311238663,1,2011
81,Nakashipara,187228,2,GAYATRI SARDAR,F,40,ST,CPM,62728,442,63170,38.57,163765,0.3857356578023387,0,2011
81,Nakashipara,187228,3,SUSHIL BARMAN,M,46,SC,BJP,12217,10,12227,7.47,163765,0.07466186303544714,0,2011
81,Nakashipara,187228,4,ANIL BARAI,M,60,SC,IND,2991,2,2993,1.83,163765,0.01827618844075352,0,2011
81,Nakashipara,187228,5,PANKAJ SARKAR,M,42,SC,IND,2795,0,2795,1.71,163765,0.01706713888804079,0,2011
81,Nakashipara,187228,6,PRADIP DUTTA GUPTA,M,51,GEN,CPI(ML)(L),1605,1,1606,0.98,163765,0.009806735260892131,0,2011
81,Nakashipara,187228,7,BABLU DAS,M,38,GEN,BSP,1330,0,1330,0.81,163765,0.008121393460141057,0,2011
82,Chapra,186756,1,RUKBANUR RAHMAN,M,41,GEN,AITC,77284,151,77435,47.14,164260,0.4714172653110922,1,2011
82,Chapra,186756,2,SHAMSUL ISLAM MOLLAH,M,57,GEN,CPM,74437,365,74802,45.54,164260,0.45538779982953853,0,2011
82,Chapra,186756,3,BAIDYANATH BISWAS,M,52,SC,BJP,7074,4,7078,4.31,164260,0.04309022281748447,0,2011
82,Chapra,186756,4,BIJOY KUMAR SAHA,M,56,GEN,CPI(ML)(L),2764,1,2765,1.68,164260,0.016833069523925485,0,2011
82,Chapra,186756,5,SOUMEN MONDAL,M,45,GEN,JD(U),2180,0,2180,1.33,164260,0.013271642517959334,0,2011
83,Krishnanagar Uttar,200975,1,ABANI MOHAN JOARDAR,M,67,GEN,AITC,96000,677,96677,56.69,170529,0.5669241008860663,1,2011
83,Krishnanagar Uttar,200975,2,GHOSH SUBINAY,M,53,GEN,CPM,60463,1104,61567,36.1,170529,0.361035366418615,0,2011
83,Krishnanagar Uttar,200975,3,RAMEN BISWAS,M,34,SC,BJP,5959,8,5967,3.5,170529,0.03499111588058336,0,2011
83,Krishnanagar Uttar,200975,4,JAGANNATH GUHA,M,35,GEN,IND,2978,2,2980,1.75,170529,0.017475033572002415,0,2011
83,Krishnanagar Uttar,200975,5,AMAL TARAFDAR,M,65,GEN,CPI(ML)(L),1828,2,1830,1.07,170529,0.010731312562672625,0,2011
83,Krishnanagar Uttar,200975,6,BIRENDRA NATH MONDAL,M,35,SC,BSP,1508,0,1508,0.88,170529,0.008843070680060282,0,2011
84,Nabadwip,200147,1,PUNDARIKAKSHYA SAHA,M,56,GEN,AITC,93859,258,94117,53.45,176069,0.5345461154433773,1,2011
84,Nabadwip,200147,2,BISWAS SUMIT,M,37,GEN,CPM,70874,408,71282,40.49,176069,0.40485264299791557,0,2011
84,Nabadwip,200147,3,PINKI AGARWAL,F,31,GEN,BJP,7299,4,7303,4.15,176069,0.04147805689814789,0,2011
84,Nabadwip,200147,4,PARIKSHIT PAUL,M,54,GEN,CPI(ML)(L),3367,0,3367,1.91,176069,0.019123184660559213,0,2011
85,Krishnanagar Dakshin,174161,1,UJJAL BISWAS,M,57,GEN,AITC,71132,260,71392,46.38,153931,0.4637922185914468,1,2011
85,Krishnanagar Dakshin,174161,2,BISWAS RAMA,F,51,GEN,CPM,59947,417,60364,39.21,153931,0.39214972942422255,0,2011
85,Krishnanagar Dakshin,174161,3,MAHADEV SARKAR,M,41,SC,BJP,14383,15,14398,9.35,153931,0.09353541521850699,0,2011
85,Krishnanagar Dakshin,174161,4,AMAL MAJUMDER,M,44,SC,IND,3347,0,3347,2.17,153931,0.02174350845508702,0,2011
85,Krishnanagar Dakshin,174161,5,ANCHHARUL HOQUE BISHWAS,M,44,GEN,CPI(ML)(L),3199,1,3200,2.08,153931,0.02078853512287973,0,2011
85,Krishnanagar Dakshin,174161,6,MUKUNDA LAL SARKAR,M,52,SC,BSP,1230,0,1230,0.8,153931,0.007990593187856897,0,2011
86,Santipur,190634,1,AJOY DEY,M,58,GEN,INC,98709,193,98902,57.77,171189,0.5777357190006367,1,2011
86,Santipur,190634,2,IYAR MALLIK,M,45,GEN,RCPI(R),60528,216,60744,35.48,171189,0.3548358831466975,0,2011
86,Santipur,190634,3,KANOJ BISWAS,M,66,GEN,BJP,11539,4,11543,6.74,171189,0.06742839785266577,0,2011
87,Ranaghat Uttar paschim,211540,1,PARTHA SARATHI CHATTERJEE (BABU),M,57,GEN,AITC,100910,485,101395,54.41,186337,0.5441485051278061,1,2011
87,Ranaghat Uttar paschim,211540,2,BHATTACHARYA MINA,F,48,GEN,CPM,73530,521,74051,39.74,186337,0.39740362890891234,0,2011
87,Ranaghat Uttar paschim,211540,3,MEGH LAL KARMAKER,M,50,GEN,BJP,6762,7,6769,3.63,186337,0.036326655468318154,0,2011
87,Ranaghat Uttar paschim,211540,4,SULATA RAY(PRAMANIK),F,34,SC,BSP,4117,5,4122,2.21,186337,0.022121210494963427,0,2011
88,Krishnaganj,210505,1,SUSHIL BISWAS,M,56,SC,AITC,96178,372,96550,52.17,185075,0.5216803998379036,1,2011
88,Krishnaganj,210505,2,BARUN BISWAS,M,56,SC,CPM,75101,515,75616,40.86,185075,0.4085694988518168,0,2011
88,Krishnaganj,210505,3,BIPUL CHANDRA SEN,M,35,SC,BJP,5716,2,5718,3.09,185075,0.030895582871808727,0,2011
88,Krishnaganj,210505,4,RAJNATH SARKAR,M,55,SC,BSP,3482,3,3485,1.88,185075,0.018830203971362963,0,2011
88,Krishnaganj,210505,5,NISHITH ROY,M,39,SC,IND,2164,1,2165,1.17,185075,0.011697960286370391,0,2011
88,Krishnaganj,210505,6,BIPLAB KUMAR GOLDER,M,55,SC,NSBP,1541,0,1541,0.83,185075,0.008326354180737539,0,2011
89,Ranaghat Uttar Purba,201195,1,SAMIR KUMAR PODDAR,M,48,SC,AITC,93453,383,93836,55.03,170505,0.5503416322101992,1,2011
89,Ranaghat Uttar Purba,201195,2,ARCHANA BISWAS,F,40,SC,CPM,62239,405,62644,36.74,170505,0.36740271546288966,0,2011
89,Ranaghat Uttar Purba,201195,3,BASUDEB MAJUMDAR,M,64,SC,BJP,6241,2,6243,3.66,170505,0.03661476203043899,0,2011
89,Ranaghat Uttar Purba,201195,4,NANIGOPAL ROY,M,56,SC,BSP,4575,3,4578,2.68,170505,0.026849652502859155,0,2011
89,Ranaghat Uttar Purba,201195,5,SUBHAS CHANDRA SARKAR,M,63,SC,IND,1967,0,1967,1.15,170505,0.011536318583032756,0,2011
89,Ranaghat Uttar Purba,201195,6,ANUVA SIKDER (MALLICK),F,42,SC,NSBP,1236,1,1237,0.73,170505,0.007254919210580335,0,2011
90,Ranaghat Dakshin,222418,1,ABIR RANJAN BISWAS,M,39,SC,AITC,99118,314,99432,51.23,194083,0.5123168953488971,1,2011
90,Ranaghat Dakshin,222418,2,ALOKE KUMAR DAS,M,47,SC,CPM,79393,431,79824,41.13,194083,0.4112879541227207,0,2011
90,Ranaghat Dakshin,222418,3,BENOY BHUSAN ROY,M,69,SC,BJP,8927,7,8934,4.6,194083,0.046031852351828856,0,2011
90,Ranaghat Dakshin,222418,4,PRASHANTA BISWAS,M,46,SC,BSP,2947,4,2951,1.52,194083,0.01520483504480042,0,2011
90,Ranaghat Dakshin,222418,5,CHAITANYA BARAI,M,47,SC,NSBP,2942,0,2942,1.52,194083,0.01515846313175291,0,2011
91,Chakdaha,192318,1,NARESH CHANDRA CHAKI,M,75,GEN,AITC,88571,200,88771,51.2,173395,0.5119582456241529,1,2011
91,Chakdaha,192318,2,BISWANATH GUPTA,M,41,GEN,CPM,73982,690,74672,43.06,173395,0.43064678912310045,0,2011
91,Chakdaha,192318,3,BISWAJIT GHOSH,M,38,GEN,BJP,6671,3,6674,3.85,173395,0.038490152541884134,0,2011
91,Chakdaha,192318,4,ASHUTOSH SARKER,M,59,SC,BSP,3278,0,3278,1.89,173395,0.01890481271086248,0,2011
92,Kalyani,198769,1,DR. RAMENDRA NATH BISWAS,M,70,SC,AITC,92042,280,92322,51.55,179108,0.5154543627308663,1,2011
92,Kalyani,198769,2,JYOTSNA SARKAR (SIKDER),F,42,SC,CPM,75679,953,76632,42.79,179108,0.42785358554615094,0,2011
92,Kalyani,198769,3,DIPALI BHARATI,F,47,SC,BJP,4474,4,4478,2.5,179108,0.02500167496705898,0,2011
92,Kalyani,198769,4,MITHU PODDER,M,35,SC,PDS,2995,0,2995,1.67,179108,0.016721754472162047,0,2011
92,Kalyani,198769,5,PRANITA ROY,F,51,SC,BSP,2680,1,2681,1.5,179108,0.014968622283761753,0,2011
93,Haringhata,187807,1,NILIMA NAG (MALLICK),F,51,SC,AITC,83155,211,83366,49.45,168580,0.494518922766639,1,2011
93,Haringhata,187807,2,BISWAJIT PAUL,M,47,SC,CPM,69730,633,70363,41.74,168580,0.4173864040811484,0,2011
93,Haringhata,187807,3,BINAY KRISHNA BISWAS,M,38,SC,BJP,8778,2,8780,5.21,168580,0.05208209752046506,0,2011
93,Haringhata,187807,4,SHYAM PRASAD MONDAL,M,57,SC,PDS,3810,0,3810,2.26,168580,0.02260054573496263,0,2011
93,Haringhata,187807,5,BIDYUT MALLICK,M,31,SC,BSP,2257,4,2261,1.34,168580,0.01341202989678491,0,2011
94,Bagdah,203625,1,UPENDRA NATH BISWAS,M,70,SC,AITC,91548,273,91821,52.91,173531,0.529133123188364,1,2011
94,Bagdah,203625,2,MRINAL KANTI SIKDAR,M,52,SC,AIFB,70482,383,70865,40.84,173531,0.40837083863978196,0,2011
94,Bagdah,203625,3,CHANDAN MALLICK,M,40,SC,BSP,4408,6,4414,2.54,173531,0.02543637736196991,0,2011
94,Bagdah,203625,4,ARABINDA BISWAS,M,56,SC,BJP,4304,2,4306,2.48,173531,0.02481401017685601,0,2011
94,Bagdah,203625,5,PRANITA MANDAL,F,43,SC,IND,1212,0,1212,0.7,173531,0.006984342855167088,0,2011
94,Bagdah,203625,6,DHIRENDRA NATH MANDAL,M,65,SC,NSBP,913,0,913,0.53,173531,0.005261307777861016,0,2011
95,Bongaon Uttar,189468,1,BISWAJIT DAS,M,44,SC,AITC,88880,385,89265,54.55,163641,0.5454928777017984,1,2011
95,Bongaon Uttar,189468,2,DR. BISWAJIT KUMAR BISWAS,M,44,SC,CPM,65058,587,65645,40.12,163641,0.40115252290074005,0,2011
95,Bongaon Uttar,189468,3,HARI CHAND BISWAS,M,34,SC,BJP,5145,4,5149,3.15,163641,0.03146521959655588,0,2011
95,Bongaon Uttar,189468,4,GANESH CH. BISWAS,M,45,SC,BSP,1826,2,1828,1.12,163641,0.011170794605263962,0,2011
95,Bongaon Uttar,189468,5,PINAKI RANJAN BHARATI,M,61,SC,TRMRPPI,995,0,995,0.61,163641,0.006080383278029344,0,2011
95,Bongaon Uttar,189468,6,GOBINDA MONDAL,M,50,SC,NSBP,757,2,759,0.46,163641,0.004638201917612334,0,2011
96,Bongaon Dakshin,189044,1,SURAJIT KUMAR BISWAS,M,70,SC,AITC,87399,278,87677,53.71,163230,0.537137781045151,1,2011
96,Bongaon Dakshin,189044,2,ANUJ BARAN SARKAR,M,45,SC,CPM,65358,430,65788,40.3,163230,0.40303865710959996,0,2011
96,Bongaon Dakshin,189044,3,ARUN HALDER,M,43,SC,BJP,5241,2,5243,3.21,163230,0.03212032101942045,0,2011
96,Bongaon Dakshin,189044,4,HIMANGSHU BISWAS(PUCHU),M,30,SC,CPI(ML)(L),2561,0,2561,1.57,163230,0.015689517858236843,0,2011
96,Bongaon Dakshin,189044,5,RABINDRA NATH BISWAS,M,65,SC,BSP,1960,1,1961,1.2,163230,0.012013722967591742,0,2011
97,Gaighata,186186,1,MANJUL KRISHNA THAKUR,M,58,SC,AITC,91179,308,91487,55.58,164598,0.555820848369968,1,2011
97,Gaighata,186186,2,MANOJ KANTI BISWAS,M,39,SC,CPI,65483,557,66040,40.12,164598,0.4012199419190999,0,2011
97,Gaighata,186186,3,SUKHA RANJAN BEPARI,M,49,SC,BJP,3437,3,3440,2.09,164598,0.02089940339493797,0,2011
97,Gaighata,186186,4,MAHENDRA GAIN,M,35,SC,BSP,1430,6,1436,0.87,164598,0.008724285835793873,0,2011
97,Gaighata,186186,5,SUMAN LAHA,M,39,SC,IND,1248,1,1249,0.76,164598,0.007588184546592304,0,2011
97,Gaighata,186186,6,TIKENDRAJIT BHARATI,M,52,SC,IND,946,0,946,0.57,164598,0.005747335933607942,0,2011
98,Swarupnagar,196006,1,BINA MONDAL,F,35,SC,AITC,83576,65,83641,48.94,170899,0.4894177262593696,1,2011
98,Swarupnagar,196006,2,SIVA PADA DAS,M,56,SC,CPM,75910,317,76227,44.6,170899,0.44603537762069995,0,2011
98,Swarupnagar,196006,3,RAKHAL HALDER,M,42,SC,BJP,5682,0,5682,3.32,170899,0.03324770771040205,0,2011
98,Swarupnagar,196006,4,SUKRITI RANJAN BISWAS,M,62,SC,RPI(A),4063,0,4063,2.38,170899,0.023774276034382882,0,2011
98,Swarupnagar,196006,5,RENUKA SARKAR,F,36,SC,BSP,1286,0,1286,0.75,170899,0.007524912375145553,0,2011
99,Baduria,188461,1,ABDUL GAFFAR QUAZI,M,80,GEN,INC,89703,249,89952,53.17,169179,0.5316971964605536,1,2011
99,Baduria,188461,2,MD. SHELIM GAIN,M,63,GEN,CPM,66680,312,66992,39.6,169179,0.39598295296697583,0,2011
99,Baduria,188461,3,SUKUMAR DEY,M,72,GEN,BJP,6608,8,6616,3.91,169179,0.03910650849100657,0,2011
99,Baduria,188461,4,ALAUDDIN AMED,M,59,GEN,IND,2872,0,2872,1.7,169179,0.01697610223491095,0,2011
99,Baduria,188461,5,GOPAL DAS,M,45,SC,BSP,1469,0,1469,0.87,169179,0.00868311078798196,0,2011
99,Baduria,188461,6,NURUL AMIN MONDAL,M,52,GEN,SUCI,1278,0,1278,0.76,169179,0.007554129058571099,0,2011
100,Habra,180458,1,JYOTI PRIYA MALLICK,M,53,GEN,AITC,85980,238,86218,55,156753,0.5500245609334431,1,2011
100,Habra,180458,2,PRANAB KUMAR BHATTACHARYYA,M,64,GEN,CPM,60285,541,60826,38.8,156753,0.38803723054742173,0,2011
100,Habra,180458,3,UTPAL KUMAR PAUL,M,50,GEN,BJP,5542,1,5543,3.54,156753,0.035361364694774584,0,2011
100,Habra,180458,4,KAMALENDU BALA,M,41,SC,BSP,1998,3,2001,1.28,156753,0.01276530592715929,0,2011
100,Habra,180458,5,SATYEN ROY,M,46,SC,IND,1287,1,1288,0.82,156753,0.008216748642769197,0,2011
100,Habra,180458,6,AMAR KRISHNA MANDAL,M,32,SC,IND,877,0,877,0.56,156753,0.005594789254432132,0,2011
101,Ashoknagar,193115,1,DHIMAN ROY,M,54,GEN,AITC,94186,265,94451,55.39,170533,0.5538576111368474,1,2011
101,Ashoknagar,193115,2,SATYASEBI KAR,M,46,GEN,CPM,66192,567,66759,39.15,170533,0.39147261820292845,0,2011
101,Ashoknagar,193115,3,GOPAL NANDI,M,52,GEN,BJP,4163,5,4168,2.44,170533,0.024441017281112747,0,2011
101,Ashoknagar,193115,4,JAYASRI DAS,F,43,GEN,CPI(ML)(L),1782,1,1783,1.05,170533,0.010455454369535514,0,2011
101,Ashoknagar,193115,5,TARAKESWAR HAWLADER,M,44,SC,BSP,1424,4,1428,0.84,170533,0.008373745843912908,0,2011
101,Ashoknagar,193115,6,TAPAS ROY,M,46,SC,IND,1344,0,1344,0.79,170533,0.007881172558976855,0,2011
101,Ashoknagar,193115,7,UTTAM KUMAR RAHA,M,45,GEN,IND,600,0,600,0.35,170533,0.003518380606686096,0,2011
102,Amdanga,177905,1,RAFIQUR RAHAMAN,M,50,GEN,AITC,87000,162,87162,53.79,162052,0.5378643892084023,1,2011
102,Amdanga,177905,2,ABDUS SATTAR,M,42,GEN,CPM,65312,293,65605,40.48,162052,0.4048391874213216,0,2011
